,Treatment,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,Y
21,0,1,0,1,0,0,0,0,1,0.046570684,-0.46195667,-0.710447442,-0.022752464,-0.53063216,0.546688454,1.074638597,-0.000267305,0.20352441,0.438262767,1,0,1.981840777
22,0,0,1,0,0,0,1,0,0,-1.304180716,0.307614186,0.201940753,0.952729554,0.532074941,-0.560335867,1.005444663,-0.350807663,-0.430249346,-1.206231254,0,0,-0.930455483
23,0,0,0,0,0,0,0,0,0,1.394536735,0.60911255,0.983704636,0.085225654,-0.529894723,3.313621883,-1.016320356,-1.201424283,1.277548734,-0.238453327,0,0,3.338923758
24,0,0,0,0,0,0,0,0,1,0.825147901,-1.434804061,0.388768956,-1.706339076,-0.408095511,-0.81462586,0.33958264,-0.076575764,-0.140662994,-0.48927563,1,0,0.24568478
25,1,0,1,0,1,1,0,1,0,0.2250724,1.017380511,0.815646635,0.00447352,1.24443318,-0.49209098,0.898251182,0.614691808,-0.400359747,0.009680298,0,1,1.554858119
26,1,1,0,0,0,0,1,0,1,0.629050423,1.133209285,-0.252070317,0.211670746,0.504996236,0.397368968,0.780908018,-0.441630261,-0.521663775,1.013841567,0,1,3.872175137
27,0,1,0,0,0,1,0,0,0,0.055946126,-1.436022491,-0.051008333,1.898591471,-1.569561751,-2.370155661,-0.360697007,-0.056847851,0.773924537,-1.652713182,0,1,-0.909837974
28,0,0,0,0,0,1,0,0,0,-1.332620519,0.003215119,0.560364432,0.910302327,-1.570905165,-0.084125129,0.38541586,-0.9030542,-1.204285448,1.026189918,0,1,0.966908374
29,0,0,1,0,0,0,0,0,1,-0.739061983,1.614558577,1.39951048,-0.125786536,-1.02102196,-2.114448944,0.802858084,-0.166521292,2.000226502,1.991282169,0,0,2.817316766
30,1,0,1,1,0,0,1,0,0,-0.965795912,0.079958031,-0.06712694,2.404017272,1.779116159,-0.159689424,-0.786895398,1.128513728,-1.16579014,0.770275324,0,1,0.160730962
31,0,1,0,1,1,0,0,0,0,1.550519132,0.366468433,-0.394020365,0.105008518,0.051134608,0.178422753,0.281406789,0.866671691,-0.007093234,0.463588106,1,0,1.987846673
32,1,0,0,0,0,0,1,0,0,-0.855414606,1.636401304,0.221972121,1.796332376,0.501256779,0.632053396,1.313116285,-0.042925421,-0.722521529,0.447464567,1,0,1.88754312
33,0,0,1,0,0,0,0,0,0,0.588928272,0.362508994,0.075902676,-0.618235154,-0.749064053,-1.406443104,-0.914667588,-0.422515233,0.798651789,0.760173431,0,0,-0.350062181
34,0,0,0,1,0,0,1,1,1,1.081006513,-0.164188902,-0.179421689,-1.564030143,1.185079467,1.038235195,-1.077577886,-0.027799291,-1.127877237,1.331236309,1,0,3.653771792
35,1,1,0,0,0,0,1,0,0,-0.135130231,-1.139751001,0.720643404,-0.114064728,0.249938914,-1.334336274,0.275945331,-0.110464328,0.050465557,-0.815645907,0,1,-2.314311779
36,0,0,0,0,0,0,1,1,0,-0.137303738,-0.358569677,-0.050459444,0.411012075,1.782769638,0.885891115,-0.115323255,-1.329186613,-1.687314388,0.370415399,0,0,-0.062026477
37,1,0,1,0,0,0,1,0,0,0.959803957,2.785961022,0.804718453,0.331166983,0.023052926,-0.130580729,0.083585134,-0.399293013,0.440188548,-1.604968612,1,0,0.928300625
38,1,0,1,0,0,1,0,1,0,-0.710861606,-0.295284438,0.131598581,0.919653319,-0.943298538,0.631604068,0.444103979,1.152194675,-0.026863141,1.190331911,0,0,1.669763825
39,0,0,0,0,0,1,1,0,1,-0.201819177,0.680423955,0.906858951,-0.872644346,-1.764004016,-0.312571991,0.282604567,-0.174495533,-0.372181809,-1.844696324,0,0,0.446604453
40,0,1,1,1,0,0,1,0,0,-1.696619423,-1.447290893,-1.123112969,-1.314684588,-0.111876139,0.164422342,-0.200287891,1.223413087,1.646901553,0.24915802,0,1,0.611175948
41,0,1,1,1,0,0,0,0,0,0.365121282,2.566050114,-0.260879309,-1.253713218,-0.232436967,1.054826492,-0.307508546,2.353959453,-1.621143251,-0.077309754,0,0,0.84384063
42,1,1,0,0,0,1,1,0,1,-1.140305145,-0.394825979,-0.840252302,0.816942943,-0.188468864,-1.590854373,1.581853527,-0.280962385,-0.149048161,-0.726700326,0,0,-0.263776259
43,0,0,0,0,0,0,0,0,0,-1.704579136,-0.441507736,-0.063926559,-0.527805627,-0.544557438,-1.510670591,1.258642835,0.118582397,0.40148417,1.637987844,0,0,0.373381154
44,0,0,0,1,0,0,0,0,1,-1.506035249,-1.694939644,0.675594941,1.568120107,0.069182632,1.079258176,0.747006645,-0.036956884,0.348861419,-1.42253278,0,0,1.24993508
45,1,1,0,0,1,1,0,1,0,-0.94187939,-0.129088658,0.376493719,-0.124706773,-1.120550474,-0.304454977,0.765504641,0.159063482,-0.799541088,-1.332758451,0,0,-1.518471657
46,1,0,0,1,0,1,1,0,0,-0.42198241,1.400714534,-0.620481283,0.349917782,0.428375012,0.017944827,2.379794999,0.146599854,-0.369563592,0.791878248,0,0,2.04426018
47,0,0,0,0,0,1,0,0,1,0.18031564,0.126079489,-1.465457261,-0.258427023,-0.502840752,1.022492424,-0.11274526,1.508608675,1.214290069,0.165149123,0,0,4.337533705
48,1,0,0,1,1,0,0,1,0,0.672629439,0.772922876,0.560276217,0.691898193,-0.924896128,-0.18655239,0.01787661,0.297558407,0.341356053,0.02203348,0,0,1.104932284
49,1,0,1,0,1,1,1,1,0,-0.27544534,-1.100253222,-0.942479331,-0.652638402,0.784125064,0.34186193,1.75018105,2.101200579,-1.121193448,-0.268699257,0,0,0.435469995
50,1,0,0,1,0,0,1,0,1,0.420419875,1.962724049,-1.79083111,1.216801164,-0.041137307,-0.283737289,0.750854532,2.056468437,-0.020539168,-1.027678482,1,1,4.972159236
51,0,0,1,1,0,0,0,1,1,-0.517512462,0.972147865,0.460094659,-0.192396109,-0.098569186,-0.337139637,1.099534177,0.7443332,-0.098955649,-0.911738966,0,0,2.300974615
52,1,0,0,0,0,0,1,1,0,1.252460469,0.121723017,-0.10990956,0.2246458,0.256334719,0.759970948,1.607190888,-2.412298157,0.159692445,-0.278558502,0,0,0.991204938
53,0,0,1,0,1,0,1,1,0,1.052221097,0.083268183,0.349673908,0.030209505,-0.295279229,3.105505885,-1.401818452,-1.073082361,0.370786562,-0.39934215,1,1,4.336796712
54,0,0,0,0,0,1,1,0,0,0.176159626,-1.24102089,0.427803922,-0.087896592,-1.921565097,-0.241623758,-1.802952352,-0.156977424,-0.073560871,-1.630928344,0,0,-0.200791212
55,0,0,1,0,0,0,0,1,0,1.05242544,0.159884472,-0.189263088,0.945193901,-0.053386051,-1.028733733,1.069913444,0.533878351,-1.027386644,0.564219182,0,0,1.243266335
56,1,0,1,1,0,1,0,0,1,0.537059861,0.040906352,0.762561912,2.355352773,0.96786411,2.28972369,1.620265724,-0.501908196,0.142936232,-0.823235793,0,1,3.238373404
57,0,0,0,0,1,1,0,1,1,0.246403851,-0.16719934,0.437379058,-0.266971062,-0.447754836,-0.398932884,0.607241067,-0.99833798,-0.892726732,-1.24426238,0,0,-0.549229818
58,0,0,0,0,0,0,0,1,0,-1.74873179,0.818264355,1.060900112,0.149501008,-0.097765327,0.706243647,-0.552621803,0.758856047,0.525859582,-1.90731968,1,0,-0.015125015
59,1,1,0,0,1,0,0,0,0,0.391153058,-0.604460387,-0.854637604,0.763153601,0.500979239,1.150795964,1.706206795,0.549565364,-1.089662149,0.699899248,1,0,1.409116762
60,0,1,0,1,1,0,0,1,1,0.009055495,-0.935751819,-0.087607326,-0.619983566,-0.931778262,-1.067187288,-0.069295318,-1.547215385,-2.002316061,0.992393205,0,1,1.167400934
61,0,0,0,0,1,0,1,0,0,-0.064873167,0.193976219,1.815387632,-1.080729058,2.03500285,0.460520887,-0.031254093,1.32052727,-0.168742402,-1.011163204,0,1,6.190060388
62,0,1,0,0,0,0,0,0,0,-0.878034539,-0.361674253,-1.589156982,-0.698107758,0.35321417,-1.080175171,0.584560603,-0.050802661,-0.491014629,-1.201265316,0,0,-3.108081964
63,1,0,0,0,0,0,0,1,1,-0.275316936,-0.279184805,1.111734774,-0.288418546,0.830640653,2.096248925,-1.043813892,-0.314244446,0.777856525,1.29847908,0,0,1.578431933
64,1,1,0,0,1,0,1,0,1,0.175691156,-1.56167635,-0.405772804,-0.819707718,-0.284840595,0.190526529,-0.377083339,2.704193708,0.14837054,-0.818417331,0,0,0.450618423
65,0,0,0,1,0,0,0,0,1,-0.072125875,-0.74667511,1.027356834,0.212556054,-1.199586615,0.248918013,-0.243703213,-0.431780752,0.643637879,0.45961113,1,0,0.601380203
66,1,0,0,0,0,0,0,0,0,0.695837356,-0.377138986,0.493362272,0.103367151,-2.551667686,-0.052236013,-0.468096577,-0.084923053,0.210978054,-1.053264636,0,1,0.419137571
67,0,0,0,0,0,0,0,1,0,-0.975425335,0.570526221,-0.47226441,-0.78095926,0.149836342,-0.192106264,-0.355674225,-0.615995389,0.248869794,0.739799087,1,0,1.661143367
68,1,0,1,0,0,0,1,1,0,0.507627551,-0.63429458,-1.692471103,-0.840550738,-1.184176163,0.553503529,0.747315415,0.943603389,0.017906473,-1.810489116,1,1,0.725211586
69,1,1,0,1,1,0,1,0,0,2.687066601,-1.031984569,0.014759441,-0.519449154,-0.593431262,1.645514772,1.56488421,-1.881361296,-1.353177933,-1.288760295,1,0,1.257846337
70,0,0,0,0,0,0,1,0,0,-0.054235475,0.263743242,0.528639862,-0.113211999,0.584280216,-1.352640425,-2.042119036,-0.836768082,-1.2744236,0.471131735,0,0,-1.873258322
71,0,1,0,0,1,1,1,0,0,-1.913089717,-0.32974366,-0.929601576,0.134590506,0.08305824,-1.001122774,0.255248187,-0.212546879,1.001737088,0.518973158,1,1,2.05882511
72,0,0,1,0,0,0,1,0,0,-0.377133895,0.243334935,-0.212455772,-0.484650867,-2.753770002,1.379165591,-0.269085309,1.423436762,1.724943083,-1.269695579,0,1,1.382373731
73,0,0,1,0,1,0,0,1,1,0.647209165,-0.326845614,1.419705495,-0.251647169,0.236971335,0.039204184,0.631859463,-2.255854724,0.032230801,0.090191971,0,0,1.549013687
74,0,1,0,0,0,0,0,0,0,1.641136774,0.179383257,-0.207260274,0.298375778,-0.227349866,-0.022226462,-0.240956396,-0.753642424,0.708028556,-0.917005847,0,0,1.151077784
75,0,0,1,0,0,1,1,0,0,-0.839271172,-0.359006902,0.396349898,0.24386122,-0.01538363,-0.319266339,-0.499684445,0.821857895,-0.578483264,-0.750636779,0,0,1.115533712
76,0,0,0,1,0,0,0,0,0,-0.55864545,-0.502748779,-0.418039456,0.511606042,0.790898254,-0.829437269,-0.736424807,-0.117653963,0.326079225,0.084556206,0,1,1.706872288
77,1,1,1,0,1,0,0,0,1,0.092704279,-0.113217585,-2.236630681,1.190721118,1.075899548,-0.66854505,0.541053384,1.571741013,0.189851583,0.461997272,0,0,1.615097982
78,0,0,1,0,0,0,0,1,1,0.385984972,-0.769528625,1.034790145,-0.946238253,0.845195387,0.726196122,-0.423238704,1.580449917,-0.27357371,0.599429745,0,0,3.707038967
79,0,0,1,0,0,0,0,0,0,-0.71455729,-0.165141069,-0.674981877,0.016984485,-1.244823418,-0.686068909,0.029713886,-1.328529345,1.108593509,0.833133738,0,1,-0.405280994
80,0,0,0,0,0,1,0,1,0,-1.525488054,0.065393563,-0.170989618,-2.424071324,0.256272366,-1.047734854,-1.868666841,-0.240145258,-0.389863635,-1.248282977,0,0,-2.962658461
81,0,0,0,1,0,1,0,1,0,0.303880224,-0.05489355,0.578782643,0.478067482,-0.513201761,-1.415343138,1.044004415,-1.11450074,-0.568994927,-1.041191406,0,1,1.140424315
82,0,1,0,0,0,1,0,0,0,1.35558425,-1.472760641,1.048957795,1.313015447,0.4102362,0.397910705,-0.909400161,-0.453542368,0.766325777,-0.150753206,0,0,2.69665557
83,0,0,0,0,0,0,1,1,1,1.678672652,2.000579601,0.322791952,-0.445712798,0.254663165,0.727101439,1.493334481,-0.456577872,-0.172875927,0.339248812,0,0,4.175712782
84,1,1,1,0,0,0,0,0,0,0.217582312,-0.676835059,0.124956253,-0.283203558,1.279120584,-0.05188436,-1.457532838,1.945448811,-1.374511791,-1.257620236,1,0,1.065098897
85,0,1,1,1,0,0,0,0,1,0.291662475,-0.207998068,-0.99983811,-0.018270934,-0.293427227,-1.704518588,0.271518578,1.30014488,0.790634681,0.909174163,0,0,2.733170534
86,0,0,0,0,1,1,0,0,1,0.548659917,0.205848232,-0.149521447,-1.256192151,-0.970165191,0.09450594,-1.785315648,0.016836768,-0.543390941,1.704749821,0,0,-0.721571699
87,0,1,1,0,0,1,0,1,0,1.245213269,-0.424107554,0.445382721,-1.617116521,-1.292954714,0.756981202,0.132244994,-0.968643308,0.43865901,0.331195876,1,1,4.425468601
88,0,0,1,0,0,1,1,0,0,-0.021565231,0.44328682,-0.820209647,-0.536497037,-0.668575157,-0.329956284,0.382869149,0.254764077,-2.297035133,-0.031909346,1,0,-0.218087358
89,1,1,0,0,0,1,0,0,0,0.363657432,0.582448366,1.924526686,0.39184061,-1.907962494,-0.115481101,-1.63066424,1.794752674,1.960701758,0.775081798,1,0,1.839575519
90,0,0,0,0,0,0,0,0,1,-0.925496156,-0.6645824,1.141990242,-1.135024048,0.300781043,0.146809089,1.345176001,-0.811870149,-0.494710194,0.853932129,0,0,-1.400174451
91,1,0,1,0,0,0,0,0,1,-0.961339664,-0.170906477,0.202158021,-0.96585082,-1.183291818,1.340969126,-0.160980475,-0.089608382,1.787868642,-0.602187299,0,1,1.048817084
92,0,0,0,0,0,1,0,0,0,1.27970989,-1.508688337,0.162686659,-0.909404762,-1.344095655,0.255221876,1.1382605,0.289398089,-0.79630534,-1.052977149,0,0,-0.49181493
93,0,0,0,0,0,0,1,0,0,-1.557495645,0.451715733,-0.313424653,0.356959287,1.674278201,0.788584609,-2.380097406,-0.859512434,0.330239501,0.025703643,0,0,-0.565343199
94,0,0,0,1,0,1,0,0,0,-0.195953645,-1.43580924,1.251278536,-0.392172956,-0.088614854,1.229654025,-1.547327211,-0.633454885,-0.159216464,-1.198908773,0,0,-0.924364999
95,0,0,0,1,1,0,0,0,0,-1.367929467,-0.562799552,-0.588593988,-0.055589014,-0.345206701,0.182307388,1.452233983,1.764162031,-0.881314744,-0.740089732,0,0,-0.314987839
96,0,0,0,1,1,0,0,0,1,-0.053498546,1.55392719,0.622757579,-0.016293449,-0.837439191,1.649698949,-0.909514279,-0.444699786,-1.227027089,0.064541548,0,0,-0.375214286
97,0,0,1,0,0,0,1,0,0,2.08039549,1.20330471,0.21800463,0.11330373,-1.405491477,0.204449991,1.286422484,0.453468682,-0.246863636,0.741907463,1,0,3.405410503
98,0,0,1,1,0,1,1,1,1,-0.109786605,-0.020630675,0.542778125,-1.119878929,0.210110129,-1.502245052,2.588775507,0.12839818,-1.393199895,-1.185853472,0,0,-0.020260046
99,0,0,0,0,0,1,0,0,1,0.73745104,-1.943586842,-0.916744209,-0.61698764,-0.882149345,1.052305891,-0.554895633,-0.978046549,0.699423803,1.269491058,0,0,0.011096994
100,1,0,0,0,0,0,0,1,0,1.550021223,0.333400155,0.940462977,1.016355641,-0.94793016,-0.643478644,-0.235854905,0.080630737,-0.492997695,1.051263313,0,0,2.054000715
101,0,0,0,0,0,0,1,0,1,-1.092175035,-1.337541855,1.109241968,0.810701492,-0.875981344,0.207094332,-0.296095927,0.823779941,-0.630792272,-1.038315229,0,0,1.273306703
102,1,0,1,0,1,0,0,0,0,1.648480536,0.434632226,0.134051809,1.539314128,-0.447468477,0.665779047,-0.822972409,-0.467313228,1.410157837,-0.801738676,0,1,2.948794525
103,0,1,1,0,0,0,1,0,0,0.573845213,-0.941405986,0.969487152,0.538828275,-1.747003862,-1.642412204,0.776559643,-0.961592144,0.967637177,-2.150708712,0,0,-1.27691809
104,0,0,1,0,0,0,1,0,1,2.567570295,-0.169523098,0.72940148,-1.156024949,1.423149379,0.511069902,-0.418376771,-3.125199184,-0.762311509,-0.257821876,1,0,2.255350644
105,0,0,0,0,0,1,1,0,0,-0.931162513,0.470303483,-2.370931453,0.133667396,-0.755026403,-0.002479146,-0.801067352,0.306188741,1.330469609,0.862232228,0,0,1.426686497
106,0,0,1,0,1,0,1,0,0,-1.300351211,0.104523768,0.288529692,0.115356966,1.336654909,-0.719473338,-0.385499792,-0.404777316,0.190669897,-0.723419288,1,0,1.569963279
107,1,0,0,1,0,1,0,1,0,-0.416688086,2.014654438,1.605479267,0.580608504,-0.345973343,-0.154951927,-0.931299981,-0.805204551,1.160824574,0.803407914,1,1,1.573822967
108,0,1,0,0,1,0,1,0,0,-1.953884198,0.397217218,2.123159193,-0.323293729,0.15675947,0.511287181,-0.08349743,-0.79626322,-0.772086019,0.341469371,0,0,0.818440314
109,1,0,0,0,0,0,0,0,0,-1.086866835,1.241027079,0.556961624,0.704024825,0.227118173,0.742642854,2.391367911,0.384752535,-0.396860965,-0.570474237,0,1,-0.847944227
110,0,1,0,0,0,1,1,1,1,1.868113525,-0.214555919,0.330573236,-0.639850904,-0.963127126,-0.571154864,0.342836196,-1.903909563,-0.678534551,0.198110612,0,0,0.735848458
111,0,0,0,0,0,0,0,0,1,-0.86020942,0.622501491,-0.107172321,-1.053867831,0.735317092,0.203173407,0.136972527,1.33346223,-1.437992486,-2.969152471,1,0,-0.990933811
112,1,0,0,1,0,1,0,0,0,1.852709872,0.310731615,0.128795202,-0.177451546,0.867232665,1.098604681,-1.467719291,-0.88909004,1.860885767,-1.116046702,0,0,-0.428367182
113,0,1,0,0,1,0,0,1,1,-0.531131532,0.978850102,-0.605823427,1.636838527,-0.464513106,-0.62782643,0.700039249,-1.798383057,-0.03290217,-0.443280784,0,0,0.52021982
114,0,0,1,0,0,0,1,0,1,1.04743502,-1.072818284,-0.513315298,0.363166496,0.042669161,-0.626743231,-1.383932263,-0.513505217,0.837443848,2.06496627,1,0,1.532407622
115,0,1,0,0,1,0,0,0,0,0.161329365,-1.580040209,-1.414342753,-0.362955897,-0.013098465,-0.421112108,-0.066394454,2.186593796,-1.126958591,-0.868562715,0,0,0.303403216
116,1,0,0,0,0,1,0,1,0,0.802805525,0.419103133,0.268068936,2.429043823,-0.412864497,-0.625894484,1.458902515,-1.472079631,-0.64364854,0.830158281,0,1,1.395716468
117,1,0,0,1,0,1,0,0,1,0.003601908,0.602429947,0.73533143,0.507119331,0.694857596,-0.666762056,-0.237296687,0.454650877,0.823273258,3.274395466,0,0,2.632130293
118,0,0,0,0,0,1,1,1,0,0.557044841,-0.674399418,0.143840035,-1.304119253,0.744211056,0.347438401,0.45449176,1.079922551,0.321320137,-0.44244388,1,1,4.670046174
119,0,0,0,0,0,0,1,1,1,1.119355286,-0.148379779,-1.281085255,0.278786476,-0.73403026,0.794031926,1.68288073,-0.947148514,-0.570215495,-1.076780758,0,0,-0.121358616
120,0,0,1,1,0,1,0,0,1,-1.343800457,-0.642399581,-2.14622378,0.234398062,0.350809184,0.006547844,0.396844674,0.644807249,-0.722903789,0.665467974,0,0,-1.1408349
121,0,0,0,0,1,1,0,0,0,0.449948084,-0.175873761,1.080961379,0.943350881,-1.099179331,0.653181728,-2.632694627,-0.923286364,-1.109560789,0.905017123,0,0,0.013367224
122,1,0,1,1,1,0,0,1,0,1.143396916,-0.030811872,-0.895757047,0.82851745,-0.032783228,-1.500617503,0.981415161,0.930163806,0.257433118,1.281981441,0,0,2.298782021
123,0,0,1,0,0,0,0,0,0,1.55235548,2.055892385,1.052738528,1.539501701,-0.309132794,1.526432812,-0.989276748,1.80894742,-0.378302161,-1.262760488,0,1,2.770176047
124,0,0,0,0,1,0,0,0,0,-0.896615958,-0.131427305,-1.834884473,0.720149944,1.241787301,-1.635178165,1.801790625,1.544150616,-0.343686983,0.447691179,0,1,2.349589473
125,0,0,0,1,0,1,0,0,0,-0.905392919,-0.505849469,0.296008094,0.948193057,-0.688903246,-0.243431676,0.590418912,0.310410783,-0.175459862,-0.530989321,0,0,2.220206057
126,1,1,0,1,0,0,0,0,0,-0.894693976,-0.965114031,0.601614316,0.328406449,-0.949969852,1.380049253,-2.719004058,-0.414635996,0.163492682,-2.246351319,1,1,-1.493100739
127,0,0,0,1,0,0,1,0,0,1.303197767,-0.542280802,1.137228803,-0.488352229,-1.552042475,0.676763833,-0.302419935,-0.081182796,-0.294223061,-0.132879836,0,0,2.116896001
128,0,0,0,1,0,0,0,1,1,-0.639069017,-0.465404795,-0.388817047,1.013581316,-1.351692687,0.712092454,-0.079776398,0.771152296,-0.002628823,-1.969321598,0,0,-0.785485127
129,0,1,0,0,1,0,0,0,0,-1.615577986,-0.982945821,-0.018472607,0.056273809,-0.366225375,-0.383570107,0.210541073,-1.290554165,-0.556748663,-1.199487382,0,0,-1.84421298
130,0,0,0,0,0,0,0,0,0,1.385432109,-2.062159691,-2.000196238,-1.663306504,-0.08481814,-0.028507632,-0.496182669,-0.570445838,0.605606387,-1.306124154,0,1,-0.570856197
131,0,0,0,0,0,0,0,1,0,-0.073077601,-0.140887168,-0.703107352,0.21085281,0.797004338,-0.511450444,-0.715919242,1.93869326,-0.160694486,-2.78612021,0,0,-0.840920372
132,0,0,1,0,1,1,1,0,0,0.557669013,0.83256751,-0.158984238,1.369673661,-0.549986669,0.106621893,-0.993353768,-0.288400655,-0.90688962,-1.666655311,1,0,-1.364525472
133,0,1,0,0,1,0,1,0,1,-0.046653611,-1.644113972,-0.117110065,1.146221933,-0.464937538,-2.190835498,-0.238840517,-0.305645306,-0.80522922,1.848145256,0,1,1.605741727
134,0,0,0,0,0,0,1,0,1,-0.670983412,1.60811112,-0.477511971,0.077753528,-0.169412666,-0.555645475,-0.865475406,-0.802116988,-0.805359467,0.285706108,0,0,0.35720236
135,0,1,0,0,0,0,1,0,0,-0.358363441,-0.220672282,-0.01360331,-0.054335932,-1.169575901,-0.132125329,-0.705916829,-0.111083659,-0.81162447,-0.348536519,0,0,0.51539043
136,0,1,1,1,1,0,0,0,0,-0.189496472,2.471608152,-1.794452988,0.141826146,-0.072586,-0.591672199,-0.734834941,0.002833558,0.383262498,-0.232300003,0,0,-0.000647926
137,1,1,0,0,0,0,1,0,0,-1.376467297,0.77860367,0.410905205,-0.694544699,0.671471234,0.221033245,-0.359629339,0.336418057,-0.386741359,-1.279230251,1,0,-1.45200308
138,0,0,0,0,0,0,1,0,0,-0.070163732,2.27262675,0.171091741,-0.474964414,0.56514755,-0.526036762,-1.239449904,-0.905798638,1.033491505,1.065803796,1,0,0.100314487
139,0,0,0,0,0,1,1,0,0,-0.454116134,1.402575299,-0.678325967,0.533852932,-2.399632391,0.150502494,1.832580434,-2.000760175,-0.846059143,1.79160625,1,0,0.870123524
140,1,0,0,1,0,0,0,1,0,0.032451525,1.490111958,0.396827477,1.976199877,-0.05526354,-0.179746557,-2.086940126,-1.132250281,-0.534841748,0.949738676,0,0,-1.100019079
141,1,0,1,0,0,1,0,1,1,-0.187870796,1.228588732,1.97276099,0.661444391,0.238442355,-1.489130934,1.014612109,1.822912979,-0.310081854,-0.256018802,0,1,1.839078102
142,1,0,0,0,1,0,1,0,0,0.928692588,-0.128914654,-1.594422872,-1.114499191,1.187086449,1.535253096,-0.292860491,0.789069159,-1.562516815,-0.293099948,0,0,-1.2161679
143,0,1,1,0,0,0,1,0,0,-0.380093107,0.23433693,-0.553911745,-0.359888761,0.09424234,-0.974514378,-1.023439427,0.840337907,-0.989768834,1.081670117,0,0,-0.978247723
144,0,1,0,0,0,0,0,1,0,-1.481661991,-0.238056351,-2.161013801,0.164106329,0.234112259,0.639976384,-0.988531748,-2.460825379,-0.345442877,-1.454325372,0,0,-3.439522933
145,0,0,0,0,0,0,0,0,0,-0.285969697,0.942049471,0.648061866,1.057552893,0.412967354,0.084035852,1.652282245,0.294716454,0.550260212,0.858764031,1,0,3.085255265
